company_id,company_slug,company_name,website,url,normalized_url,url_key,url_kind,discovery_sources,source_event_count,confidence,fetch_priority,http_status,is_primary,is_active,first_seen_at,last_seen_at
1274,airfordable,Airfordable,http://www.airfordable.com,https://v2.airfordable.com/careers,https://v2.airfordable.com/careers,https://v2.airfordable.com/careers,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:33.429014+00:00,2026-05-06 19:56:33.429014+00:00
22077,akiflow,Akiflow,https://akiflow.com,https://akiflow.com/careers/full-stack-developer,https://akiflow.com/careers/full-stack-developer,https://akiflow.com/careers/full-stack-developer,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:33.922117+00:00,2026-05-06 19:56:33.922117+00:00
27968,alaan,Alaan,https://www.alaan.com/,https://www.alaan.com/ar-ae/careers,https://www.alaan.com/ar-ae/careers,https://alaan.com/ar-ae/careers,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:34.152216+00:00,2026-05-06 19:56:34.152216+00:00
691,alchemy,Alchemy,http://www.alchemynano.com,https://www.alchemynano.com/jobs/director-of-marketing,https://www.alchemynano.com/jobs/director-of-marketing,https://alchemynano.com/jobs/director-of-marketing,jobs_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:34.402785+00:00,2026-05-06 19:56:34.402785+00:00
691,alchemy,Alchemy,http://www.alchemynano.com,https://www.alchemynano.com/jobs/logistics-assembly-supervisor,https://www.alchemynano.com/jobs/logistics-assembly-supervisor,https://alchemynano.com/jobs/logistics-assembly-supervisor,jobs_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:34.402785+00:00,2026-05-06 19:56:34.402785+00:00
1509,alemhealth,AlemHealth,https://www.alemhealth.com,https://www.alemhealth.com/fr/careers,https://www.alemhealth.com/fr/careers,https://alemhealth.com/fr/careers,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:34.404668+00:00,2026-05-06 19:56:34.404668+00:00
636,algolia,Algolia,http://www.algolia.com,https://www.algolia.com/careers/benefits,https://www.algolia.com/careers/benefits,https://algolia.com/careers/benefits,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:34.682989+00:00,2026-05-06 19:56:34.682989+00:00
636,algolia,Algolia,http://www.algolia.com,https://www.algolia.com/de/careers,https://www.algolia.com/de/careers,https://algolia.com/de/careers,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:34.682989+00:00,2026-05-06 19:56:34.682989+00:00
27840,alloy,Alloy,https://alloy.app,https://alloy.app/careers/pitch-us-a-role,https://alloy.app/careers/pitch-us-a-role,https://alloy.app/careers/pitch-us-a-role,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:34.967628+00:00,2026-05-06 19:56:34.967628+00:00
27840,alloy,Alloy,https://alloy.app,https://alloy.app/careers/software-engineer,https://alloy.app/careers/software-engineer,https://alloy.app/careers/software-engineer,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:34.967628+00:00,2026-05-06 19:56:34.967628+00:00
23270,alokai,Alokai,https://www.alokai.com,https://alokai.com/career/roles,https://alokai.com/career/roles,https://alokai.com/career/roles,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:35.208892+00:00,2026-05-06 19:56:35.208892+00:00
23315,alpas,Alpas,https://alpas.ai/,https://alpas.ai/career/business-development-manager-f-m-d,https://alpas.ai/career/business-development-manager-f-m-d,https://alpas.ai/career/business-development-manager-f-m-d,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:35.224495+00:00,2026-05-06 19:56:35.224495+00:00
23315,alpas,Alpas,https://alpas.ai/,https://alpas.ai/career/founders-associate-f-m-d,https://alpas.ai/career/founders-associate-f-m-d,https://alpas.ai/career/founders-associate-f-m-d,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:35.224495+00:00,2026-05-06 19:56:35.224495+00:00
23315,alpas,Alpas,https://alpas.ai/,https://alpas.ai/career/internship-founders-associate,https://alpas.ai/career/internship-founders-associate,https://alpas.ai/career/internship-founders-associate,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:35.224495+00:00,2026-05-06 19:56:35.224495+00:00
23315,alpas,Alpas,https://alpas.ai/,https://alpas.ai/career/senior-backend-engineer-java,https://alpas.ai/career/senior-backend-engineer-java,https://alpas.ai/career/senior-backend-engineer-java,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:35.224495+00:00,2026-05-06 19:56:35.224495+00:00
23315,alpas,Alpas,https://alpas.ai/,https://alpas.ai/career/senior-customer-success-manager-f-m-d,https://alpas.ai/career/senior-customer-success-manager-f-m-d,https://alpas.ai/career/senior-customer-success-manager-f-m-d,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:35.224495+00:00,2026-05-06 19:56:35.224495+00:00
23315,alpas,Alpas,https://alpas.ai/,https://alpas.ai/career/senior-machine-learning-engineer-f-m-d,https://alpas.ai/career/senior-machine-learning-engineer-f-m-d,https://alpas.ai/career/senior-machine-learning-engineer-f-m-d,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:35.224495+00:00,2026-05-06 19:56:35.224495+00:00
23315,alpas,Alpas,https://alpas.ai/,https://alpas.ai/career/senior-software-engineer-f-m-d,https://alpas.ai/career/senior-software-engineer-f-m-d,https://alpas.ai/career/senior-software-engineer-f-m-d,careers_page,['sitemap'],1,0.78,0.78,200,False,True,2026-05-06 19:56:35.224495+00:00,2026-05-06 19:56:35.224495+00:00
