id,company_id,company_slug,company_name,company_yc_url,title,url,absolute_url,apply_url,location,type,role,role_specific_type,pretty_role,salary_range,equity_range,min_experience,min_school_year,visa,skills,is_incomplete,created_at,last_active
91984,25317,peakflo,Peakflo,https://www.ycombinator.com/companies/peakflo,Technical Operations & AI Automation Engineer - (India/Remote),/companies/peakflo/jobs/VN3oW2n-technical-operations-ai-automation-engineer-india-remote,https://www.ycombinator.com/companies/peakflo/jobs/VN3oW2n-technical-operations-ai-automation-engineer-india-remote,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D91984&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25317,IN / Remote (IN),Full-time,eng,Machine learning,Engineering,₹1.2M - ₹1.6M INR,,3+ years,,US citizenship/visa not required,Google Cloud; Kubernetes; MS SQL; MySQL; PL/SQL; PostgreSQL; Python; SQL; Torch/PyTorch; Machine Learning; Deep Learning; Docker; Natural Language Processing; Data Analytics; PyMOL; Machine learning; Terraform,False,4 months,
92435,25317,peakflo,Peakflo,https://www.ycombinator.com/companies/peakflo,Technical Operations & AI Automation Engineer - (Bangkok/Hybrid),/companies/peakflo/jobs/FKQG3Ha-technical-operations-ai-automation-engineer-bangkok-hybrid,https://www.ycombinator.com/companies/peakflo/jobs/FKQG3Ha-technical-operations-ai-automation-engineer-bangkok-hybrid,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D92435&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25317,"Bangkok, Bangkok, TH / Remote (Bangkok, Bangkok, TH)",Full-time,eng,Machine learning,Engineering,,,3+ years,,US citizenship/visa not required,MongoDB; MS SQL; MySQL; PostgreSQL; Python; SQL; Machine Learning; Deep Learning; Natural Language Processing; Machine learning,False,4 months,about 1 month
95821,25317,peakflo,Peakflo,https://www.ycombinator.com/companies/peakflo,Product Manager Intern - (Paid - India/Remote),/companies/peakflo/jobs/rYzXu6z-product-manager-intern-paid-india-remote,https://www.ycombinator.com/companies/peakflo/jobs/rYzXu6z-product-manager-intern-paid-india-remote,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D95821&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25317,IN / Remote (IN),Internship,product,,Product,₹360K - ₹480K INR,,,Any,US citizenship/visa not required,,False,about 2 months,about 1 month
85664,25327,starling,Starling,https://www.ycombinator.com/companies/starling,Technical Support Engineer (Firmware or Electrical Engineering),/companies/starling/jobs/WIhJilW-technical-support-engineer-firmware-or-electrical-engineering,https://www.ycombinator.com/companies/starling/jobs/WIhJilW-technical-support-engineer-firmware-or-electrical-engineering,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D85664&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25327,"Houston, TX, US / Austin, TX, US",Full-time,eng,Hardware,Engineering,$85K - $115K,0.25% - 0.50%,3+ years,,US citizen/visa only,Git; PCB design; Altium,False,8 months,
85884,25327,starling,Starling,https://www.ycombinator.com/companies/starling,Clinical & Project Coordinator,/companies/starling/jobs/wf1faPS-clinical-project-coordinator,https://www.ycombinator.com/companies/starling/jobs/wf1faPS-clinical-project-coordinator,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D85884&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25327,"Austin, TX, US / Houston, TX, US",Full-time,operations,,Operations,$70K - $90K,0.25% - 0.50%,1+ years,,US citizen/visa only,,False,8 months,
93119,25332,craniometrix,Craniometrix,https://www.ycombinator.com/companies/craniometrix,Senior Software Engineer (AI Series A Healthtech),/companies/craniometrix/jobs/Q5rKfMQ-senior-software-engineer-ai-series-a-healthtech,https://www.ycombinator.com/companies/craniometrix/jobs/Q5rKfMQ-senior-software-engineer-ai-series-a-healthtech,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D93119&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25332,"New York, United States",Full-time,eng,Full stack,Engineering,$160K - $200K,0.10% - 0.50%,6+ years,,US citizen/visa only,,False,3 months,
95665,25332,craniometrix,Craniometrix,https://www.ycombinator.com/companies/craniometrix,Head (or beyond) of Engineering (AI Series A Healthtech),/companies/craniometrix/jobs/V9apuJU-head-or-beyond-of-engineering-ai-series-a-healthtech,https://www.ycombinator.com/companies/craniometrix/jobs/V9apuJU-head-or-beyond-of-engineering-ai-series-a-healthtech,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D95665&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25332,"New York, United States",Full-time,eng,Full stack,Engineering,$180K - $300K,0.10% - 1.00%,6+ years,,US citizen/visa only,,False,about 2 months,
96147,25332,craniometrix,Craniometrix,https://www.ycombinator.com/companies/craniometrix,Partnerships Manager,/companies/craniometrix/jobs/Fzr4ktF-partnerships-manager,https://www.ycombinator.com/companies/craniometrix/jobs/Fzr4ktF-partnerships-manager,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D96147&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25332,Remote (US),Full-time,sales,,Sales,$140K - $200K,,1+ years,,US citizen/visa only,,False,about 2 months,
96154,25332,craniometrix,Craniometrix,https://www.ycombinator.com/companies/craniometrix,Partnerships Manager | Southeast,/companies/craniometrix/jobs/nqhRPVU-partnerships-manager-southeast,https://www.ycombinator.com/companies/craniometrix/jobs/nqhRPVU-partnerships-manager-southeast,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D96154&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25332,"Atlanta, GA, US / Charlotte, NC, US / Nashville, TN, US / Raleigh, NC, US / Remote (Atlanta, GA, US; Charlotte, NC, US; Nashville, TN, US; Raleigh, NC, US)",Full-time,sales,,Sales,$140K - $200K,,1+ years,,US citizen/visa only,,False,about 2 months,
96155,25332,craniometrix,Craniometrix,https://www.ycombinator.com/companies/craniometrix,Partnerships Manager | New York Metro,/companies/craniometrix/jobs/3QE4xvH-partnerships-manager-new-york-metro,https://www.ycombinator.com/companies/craniometrix/jobs/3QE4xvH-partnerships-manager-new-york-metro,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D96155&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25332,"New York, NY, US / NJ, US / CT, US / Remote (New York, NY, US; NJ, US; CT, US)",Full-time,sales,,Sales,$140K - $200K,,1+ years,,US citizen/visa only,,False,about 2 months,
96156,25332,craniometrix,Craniometrix,https://www.ycombinator.com/companies/craniometrix,Partnerships Manager | Mid-Atlantic,/companies/craniometrix/jobs/67zwIXx-partnerships-manager-mid-atlantic,https://www.ycombinator.com/companies/craniometrix/jobs/67zwIXx-partnerships-manager-mid-atlantic,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D96156&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25332,"Philadelphia, PA, US / Washington, DC, US / Richmond, VA, US / Baltimore, MD, US / Remote (Philadelphia, PA, US; Washington, DC, US; Richmond, VA, US; Baltimore, MD, US)",Full-time,sales,,Sales,$140K - $200K,,1+ years,,US citizen/visa only,,False,about 2 months,
96158,25332,craniometrix,Craniometrix,https://www.ycombinator.com/companies/craniometrix,"Manager / Director, Growth Strategy & Operations (New York Metro)",/companies/craniometrix/jobs/3SLtQAj-manager-director-growth-strategy-operations-new-york-metro,https://www.ycombinator.com/companies/craniometrix/jobs/3SLtQAj-manager-director-growth-strategy-operations-new-york-metro,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D96158&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25332,"New York, NY, US",Full-time,sales,,Sales,$150K - $250K,,3+ years,,US citizen/visa only,,False,about 2 months,
96160,25332,craniometrix,Craniometrix,https://www.ycombinator.com/companies/craniometrix,Growth Marketer (Demand Gen),/companies/craniometrix/jobs/3MZGJDi-growth-marketer-demand-gen,https://www.ycombinator.com/companies/craniometrix/jobs/3MZGJDi-growth-marketer-demand-gen,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D96160&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25332,"New York, NY, US",Full-time,marketing,,Marketing,$140K - $180K,,1+ years,,US citizen/visa only,,False,about 2 months,
96162,25332,craniometrix,Craniometrix,https://www.ycombinator.com/companies/craniometrix,Account Manager ,/companies/craniometrix/jobs/LJBIgPk-account-manager,https://www.ycombinator.com/companies/craniometrix/jobs/LJBIgPk-account-manager,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D96162&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25332,"New York, NY, US",Full-time,sales,,Sales,$140K - $200K,,3+ years,,US citizen/visa only,,False,about 2 months,
100466,25340,loops,Loops,https://www.ycombinator.com/companies/loops,Product Educator / Technical Content Creator,/companies/loops/jobs/dXmTeSV-product-educator-technical-content-creator,https://www.ycombinator.com/companies/loops/jobs/dXmTeSV-product-educator-technical-content-creator,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D100466&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25340,US / Remote (US),Contract,marketing,,Marketing,$90K - $120K,0.10% - 0.15%,1+ years,,US citizen/visa only,Marketing design; Adobe After Effects; Adobe Premiere,False,4 days,
49348,25350,nest-genomics,Nest Genomics,https://www.ycombinator.com/companies/nest-genomics,Sr. Fullstack Software Engineer,/companies/nest-genomics/jobs/Ed46Kfp-sr-fullstack-software-engineer,https://www.ycombinator.com/companies/nest-genomics/jobs/Ed46Kfp-sr-fullstack-software-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D49348&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25350,United States / Remote (United States),Full-time,eng,Full stack,Engineering,$160K - $180K,,6+ years,,US citizen/visa only,GraphQL; Node.js; React; TypeScript,False,over 4 years,
97348,25351,axross-pte-ltd,Axross Pte Ltd,https://www.ycombinator.com/companies/axross-pte-ltd,Data Engineer,/companies/axross-pte-ltd/jobs/9FfkPf1-data-engineer,https://www.ycombinator.com/companies/axross-pte-ltd/jobs/9FfkPf1-data-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D97348&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25351,"Kuala Lumpur, Federal Territory of Kuala Lumpur, MY",Full-time,eng,Data science,Engineering,$1.5K - $3K / monthly,,3+ years,,US citizenship/visa not required,Microsoft Azure; Python; SQL; Spark; Hadoop; Data Warehousing; ETL; Kafka; Internet of Things (IoT),False,about 1 month,
97349,25351,axross-pte-ltd,Axross Pte Ltd,https://www.ycombinator.com/companies/axross-pte-ltd,Data Scientist,/companies/axross-pte-ltd/jobs/EKMxfZA-data-scientist,https://www.ycombinator.com/companies/axross-pte-ltd/jobs/EKMxfZA-data-scientist,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D97349&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25351,"Kuala Lumpur, Federal Territory of Kuala Lumpur, MY",Full-time,eng,Machine learning,Engineering,$1.5K - $3K / monthly,,3+ years,,US citizenship/visa not required,Microsoft Azure; ML; Machine Learning; Deep Learning; Reinforcement learning (RL); Internet of Things (IoT); Data Modeling; Data Analytics,False,about 1 month,
97352,25351,axross-pte-ltd,Axross Pte Ltd,https://www.ycombinator.com/companies/axross-pte-ltd,Business Development,/companies/axross-pte-ltd/jobs/P77XLzR-business-development,https://www.ycombinator.com/companies/axross-pte-ltd/jobs/P77XLzR-business-development,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D97352&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25351,"Kuala Lumpur, Federal Territory of Kuala Lumpur, MY",Full-time,sales,,Sales,$2.5K - $3.5K / monthly,,3+ years,,US citizenship/visa not required,,False,about 1 month,
97353,25351,axross-pte-ltd,Axross Pte Ltd,https://www.ycombinator.com/companies/axross-pte-ltd,IoT Engineer,/companies/axross-pte-ltd/jobs/5RghfXv-iot-engineer,https://www.ycombinator.com/companies/axross-pte-ltd/jobs/5RghfXv-iot-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D97353&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25351,"Kuala Lumpur, Federal Territory of Kuala Lumpur, MY",Full-time,eng,Electrical,Engineering,$1.5K - $2K / monthly,,1+ years,,US citizenship/visa not required,C++; Python; Internet of Things (IoT),False,about 1 month,
81226,25363,gym-class,Gym Class,https://www.ycombinator.com/companies/gym-class,Design Engineer (Senior / Staff / Principal),/companies/gym-class/jobs/ywXHGBv-design-engineer-senior-staff-principal,https://www.ycombinator.com/companies/gym-class/jobs/ywXHGBv-design-engineer-senior-staff-principal,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D81226&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25363,US / CA / MX / Remote (US; CA; MX),Full-time,design,Mobile design,Design,$170K - $240K,0.10% - 0.50%,6+ years,,US citizen/visa only,CSS; Node.js; React; Design systems; Figma,False,11 months,
89224,25363,gym-class,Gym Class,https://www.ycombinator.com/companies/gym-class,Product Manager / General Manager (Principal),/companies/gym-class/jobs/BvCIaXV-product-manager-general-manager-principal,https://www.ycombinator.com/companies/gym-class/jobs/BvCIaXV-product-manager-general-manager-principal,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D89224&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25363,Remote (US),Full-time,product,,Product,$200K - $250K,0.20% - 0.75%,6+ years,,US citizen/visa only,,False,6 months,
67137,25381,teamout,TeamOut,https://www.ycombinator.com/companies/teamout,Financial Analyst at TeamOut.com,/companies/teamout/jobs/VYmXTy7-financial-analyst-at-teamout-com,https://www.ycombinator.com/companies/teamout/jobs/VYmXTy7-financial-analyst-at-teamout-com,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D67137&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25381,Remote,Full-time,finance,,Finance,$40K - $50K,0.05% - 0.10%,3+ years,,Will sponsor,,False,about 2 years,
90494,25397,seabound,Seabound,https://www.ycombinator.com/companies/seabound,Head of Business Development,/companies/seabound/jobs/a7gxs8l-head-of-business-development,https://www.ycombinator.com/companies/seabound/jobs/a7gxs8l-head-of-business-development,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D90494&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25397,"London, United Kingdom",Full-time,sales,,Sales,£90K - £120K GBP,0.10% - 0.50%,11+ years,,US citizenship/visa not required,,False,5 months,
63835,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,Lead Software Engineer - ML Service,/companies/dynamo-ai/jobs/C7NWDAd-lead-software-engineer-ml-service,https://www.ycombinator.com/companies/dynamo-ai/jobs/C7NWDAd-lead-software-engineer-ml-service,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D63835&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"San Francisco, CA, US",Full-time,eng,Backend,Engineering,$200K - $275K,,6+ years,,US citizen/visa only,Amazon Web Services (AWS); Kubernetes; Python; TypeScript; Machine learning,False,over 2 years,
66641,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,Senior Software Engineer,/companies/dynamo-ai/jobs/awcqCwP-senior-software-engineer,https://www.ycombinator.com/companies/dynamo-ai/jobs/awcqCwP-senior-software-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D66641&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,Remote (US),Full-time,eng,Backend,Engineering,$80K - $130K,,3+ years,,US citizen/visa only,Kubernetes,False,about 2 years,
66840,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,Customer Success Senior Manager,/companies/dynamo-ai/jobs/bqyDeqG-customer-success-senior-manager,https://www.ycombinator.com/companies/dynamo-ai/jobs/bqyDeqG-customer-success-senior-manager,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D66840&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"New York, NY",Full-time,support,,Support,$150K - $180K,,6+ years,,US citizen/visa only,,False,about 2 years,
66843,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,ML Engineer — LLM Evaluation,/companies/dynamo-ai/jobs/x38E3p8-ml-engineer-llm-evaluation,https://www.ycombinator.com/companies/dynamo-ai/jobs/x38E3p8-ml-engineer-llm-evaluation,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D66843&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"San Francisco, CA",Full-time,eng,Full stack,Engineering,,,3+ years,,US citizen/visa only,,False,about 2 years,
66844,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,ML Engineer — LLM Privacy,/companies/dynamo-ai/jobs/fNpDnIw-ml-engineer-llm-privacy,https://www.ycombinator.com/companies/dynamo-ai/jobs/fNpDnIw-ml-engineer-llm-privacy,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D66844&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"San Francisco, CA",Full-time,eng,Full stack,Engineering,,,3+ years,,US citizen/visa only,,False,about 2 years,
66846,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,ML Research Engineer — LLM Safety,/companies/dynamo-ai/jobs/JE3H7si-ml-research-engineer-llm-safety,https://www.ycombinator.com/companies/dynamo-ai/jobs/JE3H7si-ml-research-engineer-llm-safety,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D66846&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"San Francisco, CA",Full-time,eng,Full stack,Engineering,,,3+ years,,US citizen/visa only,,False,about 2 years,
67283,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,Technical Product Manager,/companies/dynamo-ai/jobs/GOAtMfD-technical-product-manager,https://www.ycombinator.com/companies/dynamo-ai/jobs/GOAtMfD-technical-product-manager,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D67283&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"San Francisco, CA",Full-time,product,,Product,$165K - $220K,,3+ years,,US citizen/visa only,Kubernetes,False,about 2 years,
72115,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,Operations Coordinator,/companies/dynamo-ai/jobs/5bW12zo-operations-coordinator,https://www.ycombinator.com/companies/dynamo-ai/jobs/5bW12zo-operations-coordinator,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D72115&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"San Francisco, CA, US / New York, NY, US / Remote (US)",Full-time,operations,,Operations,$60K - $80K,,3+ years,,US citizen/visa only,,False,over 1 year,6 months
80987,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,Product Manager - AI,/companies/dynamo-ai/jobs/tt5OVwf-product-manager-ai,https://www.ycombinator.com/companies/dynamo-ai/jobs/tt5OVwf-product-manager-ai,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D80987&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"San Francisco, CA, US / Remote (US)",Full-time,product,,Product,$125K - $165K,,1+ years,,US citizen/visa only,,False,11 months,5 months
90407,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,ML Research Scientist Intern – Dynamo Guard / Dynamo Eval / AgentWarden,/companies/dynamo-ai/jobs/fM78FTT-ml-research-scientist-intern-dynamo-guard-dynamo-eval-agentwarden,https://www.ycombinator.com/companies/dynamo-ai/jobs/fM78FTT-ml-research-scientist-intern-dynamo-guard-dynamo-eval-agentwarden,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D90407&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"San Francisco, CA, US / New York, NY, US / London, England, GB / Remote (Amsterdam, NH, NL; Amsterdam, North Holland, NL; Paris, IDF, FR; Paris, Île-de-France, FR)",Internship,eng,Machine learning,Engineering,$3.5K - $6.5K / monthly,,,Senior and above,US citizen/visa only,,False,5 months,
90418,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,ML Research Engineer Intern – Dynamo Guard / Dynamo Eval / AgentWarden,/companies/dynamo-ai/jobs/bUcFnbU-ml-research-engineer-intern-dynamo-guard-dynamo-eval-agentwarden,https://www.ycombinator.com/companies/dynamo-ai/jobs/bUcFnbU-ml-research-engineer-intern-dynamo-guard-dynamo-eval-agentwarden,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D90418&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"New York, NY, US / San Francisco, CA, US / Remote (Amsterdam, NH, NL; Amsterdam, North Holland, NL; Paris, IDF, FR; Paris, Île-de-France, FR)",Internship,eng,Machine learning,Engineering,$3.5K - $5K / monthly,,,Senior and above,US citizen/visa only,,False,5 months,5 months
98725,25398,dynamo-ai,Dynamo AI,https://www.ycombinator.com/companies/dynamo-ai,Product Analyst,/companies/dynamo-ai/jobs/IMDZ5fW-product-analyst,https://www.ycombinator.com/companies/dynamo-ai/jobs/IMDZ5fW-product-analyst,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D98725&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25398,"San Francisco, CA, US",Full-time,product,,Product,$100K - $130K,,Any (new grads ok),,US citizen/visa only,Python; Data Analytics,False,16 days,
67926,25399,invert,Invert,https://www.ycombinator.com/companies/invert,Senior Software Engineer,/companies/invert/jobs/5hY2hlY-senior-software-engineer,https://www.ycombinator.com/companies/invert/jobs/5hY2hlY-senior-software-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D67926&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25399,CA / US / Remote (CA; US),Full-time,eng,Full stack,Engineering,$130K - $200K,,6+ years,,US citizenship/visa not required,Amazon Web Services (AWS); Python; React; TypeScript,False,about 2 years,4 months
98685,25402,rownd,Rownd,https://www.ycombinator.com/companies/rownd,Edge Computer Vision Engineer for Drones! ,/companies/rownd/jobs/IFuzS4w-edge-computer-vision-engineer-for-drones,https://www.ycombinator.com/companies/rownd/jobs/IFuzS4w-edge-computer-vision-engineer-for-drones,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D98685&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25402,"Milwaukee, WI, US / WI, US / Durham, NC, US / Raleigh, NC, US",Full-time,eng,Machine learning,Engineering,$90K - $150K,0.50% - 1.00%,Any (new grads ok),,US citizen/visa only,Machine Learning; Computer Vision; Machine learning,False,17 days,8 days
83765,25419,kaso,Kaso,https://www.ycombinator.com/companies/kaso,"Entrepreneur in Residence - Build & Scale New AI Systems (Dubai, UAE)",/companies/kaso/jobs/xZM5gpk-entrepreneur-in-residence-build-scale-new-ai-systems-dubai-uae,https://www.ycombinator.com/companies/kaso/jobs/xZM5gpk-entrepreneur-in-residence-build-scale-new-ai-systems-dubai-uae,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D83765&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25419,"Dubai, Dubai, AE",Full-time,product,,Product,$50K - $80K,,1+ years,,US citizenship/visa not required,,False,9 months,
63165,25476,shuttle-central,Shuttle Central,https://www.ycombinator.com/companies/shuttle-central,Tech Lead,/companies/shuttle-central/jobs/fdklvIH-tech-lead,https://www.ycombinator.com/companies/shuttle-central/jobs/fdklvIH-tech-lead,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D63165&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25476,"Remote (Cancún, Q.R., MX)",Full-time,eng,Full stack,Engineering,$40K - $48K,1.00%,6+ years,,US citizenship/visa not required,Amazon Web Services (AWS); CSS; MySQL; PHP; PostgreSQL; Software Architecture; Vue.js,False,over 2 years,
65488,25512,ankr-health,Ankr Health,https://www.ycombinator.com/companies/ankr-health,Sales Development Representative (Houston),/companies/ankr-health/jobs/rsop66d-sales-development-representative-houston,https://www.ycombinator.com/companies/ankr-health/jobs/rsop66d-sales-development-representative-houston,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D65488&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=25512,"Houston, TX, US",Full-time,sales,,Sales,$120K - $140K,,6+ years,,US citizen/visa only,,False,over 2 years,
