id,company_id,company_slug,company_name,company_yc_url,title,url,absolute_url,apply_url,location,type,role,role_specific_type,pretty_role,salary_range,equity_range,min_experience,min_school_year,visa,skills,is_incomplete,created_at,last_active
1084,1018,pocketsuite,PocketSuite,https://www.ycombinator.com/companies/pocketsuite,Lead Generalist Engineer,/companies/pocketsuite/jobs/WIUGZgMa8-lead-generalist-engineer,https://www.ycombinator.com/companies/pocketsuite/jobs/WIUGZgMa8-lead-generalist-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D1084&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1018,US / Remote (US),Full-time,eng,Full stack,Engineering,$174K - $192K,0.25% - 0.50%,6+ years,,US citizen/visa only,Android; Go; iOS; Java; JavaScript; Kotlin; Nginx; Objective-C; PostgreSQL; Python; React; Swift; TypeScript; Linux,False,over 8 years,5 months
47932,1018,pocketsuite,PocketSuite,https://www.ycombinator.com/companies/pocketsuite,Customer Success Product Expert & Business Coach,/companies/pocketsuite/jobs/4fAltNV-customer-success-product-expert-business-coach,https://www.ycombinator.com/companies/pocketsuite/jobs/4fAltNV-customer-success-product-expert-business-coach,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D47932&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1018,Remote (US),Full-time,support,,Support,$55K - $65K,0.10%,3+ years,,US citizen/visa only,,False,over 4 years,
93163,1018,pocketsuite,PocketSuite,https://www.ycombinator.com/companies/pocketsuite,Marketing Generalist - SMB Growth & Strategy,/companies/pocketsuite/jobs/JwwrzBW-marketing-generalist-smb-growth-strategy,https://www.ycombinator.com/companies/pocketsuite/jobs/JwwrzBW-marketing-generalist-smb-growth-strategy,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D93163&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1018,US / Remote (US),Full-time,marketing,,Marketing,$65K - $80K,,3+ years,,US citizen/visa only,,False,3 months,
72243,1033,netomi,Netomi,https://www.ycombinator.com/companies/netomi,Technical Customer Success Manager,/companies/netomi/jobs/SCRjlNT-technical-customer-success-manager,https://www.ycombinator.com/companies/netomi/jobs/SCRjlNT-technical-customer-success-manager,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D72243&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1033,Toronto/North America (Remote),Full-time,support,,Support,,,,,US citizen/visa only,,False,over 1 year,8 months
59353,1037,function-of-beauty,Function of Beauty,https://www.ycombinator.com/companies/function-of-beauty,Graphic Designer,/companies/function-of-beauty/jobs/JeM3Hv2-graphic-designer,https://www.ycombinator.com/companies/function-of-beauty/jobs/JeM3Hv2-graphic-designer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D59353&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1037,"New York, NY, US",Full-time,design,Brand/graphic design,Design,$70K - $80K,,3+ years,,Will sponsor,,False,over 3 years,
88044,1042,podium,Podium,https://www.ycombinator.com/companies/podium,Senior AI Engineer - Utah,/companies/podium/jobs/pp9fqBd-senior-ai-engineer-utah,https://www.ycombinator.com/companies/podium/jobs/pp9fqBd-senior-ai-engineer-utah,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D88044&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1042,"Lehi, UT, US",Full-time,eng,Full stack,Engineering,$160K - $190K,,6+ years,,US citizen/visa only,,False,7 months,about 1 month
88045,1042,podium,Podium,https://www.ycombinator.com/companies/podium,Staff AI Engineer - Utah,/companies/podium/jobs/l8BTq6f-staff-ai-engineer-utah,https://www.ycombinator.com/companies/podium/jobs/l8BTq6f-staff-ai-engineer-utah,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D88045&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1042,"Lehi, UT, US",Full-time,eng,Full stack,Engineering,$190K - $215K,,11+ years,,US citizen/visa only,,False,7 months,
88046,1042,podium,Podium,https://www.ycombinator.com/companies/podium,Staff AI Engineer - USA,/companies/podium/jobs/qgKxAEM-staff-ai-engineer-usa,https://www.ycombinator.com/companies/podium/jobs/qgKxAEM-staff-ai-engineer-usa,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D88046&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1042,"Lehi, UT, US / Remote (US)",Full-time,eng,Full stack,Engineering,$190K - $215K,,11+ years,,US citizen/visa only,,False,7 months,6 months
99745,1042,podium,Podium,https://www.ycombinator.com/companies/podium,Product Manager,/companies/podium/jobs/QhBnYwz-product-manager,https://www.ycombinator.com/companies/podium/jobs/QhBnYwz-product-manager,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D99745&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1042,"Lehi, UT, US",Full-time,product,,Product,$146K - $182K,,1+ years,,US citizen/visa only,,False,10 days,
99746,1042,podium,Podium,https://www.ycombinator.com/companies/podium,Senior Product Designer,/companies/podium/jobs/jbZybWM-senior-product-designer,https://www.ycombinator.com/companies/podium/jobs/jbZybWM-senior-product-designer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D99746&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1042,"Lehi, UT, US",Full-time,design,Product design,Design,$146K - $182K,,1+ years,,US citizen/visa only,,False,10 days,9 days
7343,1044,apollo-io,Apollo.io,https://www.ycombinator.com/companies/apollo-io,Senior Fullstack Software Engineer (Remote),/companies/apollo-io/jobs/vRi7OomEN-senior-fullstack-software-engineer-remote,https://www.ycombinator.com/companies/apollo-io/jobs/vRi7OomEN-senior-fullstack-software-engineer-remote,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D7343&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1044,Remote (US),Full-time,eng,Full stack,Engineering,,,6+ years,,US citizen/visa only,Java; JavaScript; Node.js; React; Ruby; Ruby on Rails,False,about 8 years,
7345,1044,apollo-io,Apollo.io,https://www.ycombinator.com/companies/apollo-io,Senior Backend Software Engineer (Remote),/companies/apollo-io/jobs/bpP1Hez4x-senior-backend-software-engineer-remote,https://www.ycombinator.com/companies/apollo-io/jobs/bpP1Hez4x-senior-backend-software-engineer-remote,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D7345&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1044,Remote (US),Full-time,eng,Backend,Engineering,,,3+ years,,US citizen/visa only,Java; JavaScript; Ruby; Ruby on Rails,False,about 8 years,
7547,1044,apollo-io,Apollo.io,https://www.ycombinator.com/companies/apollo-io,Senior DevOps Engineer (Remote),/companies/apollo-io/jobs/b8xshtC6C-senior-devops-engineer-remote,https://www.ycombinator.com/companies/apollo-io/jobs/b8xshtC6C-senior-devops-engineer-remote,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D7547&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1044,Remote (US),Full-time,eng,Devops,Engineering,,,3+ years,,US citizen/visa only,Google Cloud; Kubernetes; Docker,False,about 8 years,
64752,1047,thunkable,Thunkable,https://www.ycombinator.com/companies/thunkable,Chief of Staff,/companies/thunkable/jobs/NE71icJ-chief-of-staff,https://www.ycombinator.com/companies/thunkable/jobs/NE71icJ-chief-of-staff,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D64752&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1047,"San Francisco, CA",Full-time,operations,,Operations,,,,,US citizen/visa only,,False,over 2 years,
64753,1047,thunkable,Thunkable,https://www.ycombinator.com/companies/thunkable,Engineering Manager,/companies/thunkable/jobs/XGP1YBu-engineering-manager,https://www.ycombinator.com/companies/thunkable/jobs/XGP1YBu-engineering-manager,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D64753&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1047,"San Francisco, CA",Full-time,eng,Full stack,Engineering,,,,,US citizen/visa only,,False,over 2 years,
92020,1051,gecko-robotics,Gecko Robotics,https://www.ycombinator.com/companies/gecko-robotics,Software Engineer | Government,/companies/gecko-robotics/jobs/ze67ohK-software-engineer-government,https://www.ycombinator.com/companies/gecko-robotics/jobs/ze67ohK-software-engineer-government,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D92020&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1051,"New York, NY, US / Boston, MA, US",Full-time,eng,Full stack,Engineering,$180K - $235K,,3+ years,,US citizen/visa only,Amazon Web Services (AWS); Microsoft Azure; Google Cloud; Python; React; TypeScript; Design systems,False,4 months,
90123,1079,sendbird,Sendbird,https://www.ycombinator.com/companies/sendbird,AI-First Full Stack Marketer,/companies/sendbird/jobs/zUtYFDs-ai-first-full-stack-marketer,https://www.ycombinator.com/companies/sendbird/jobs/zUtYFDs-ai-first-full-stack-marketer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D90123&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1079,"San Mateo, CA, US",Full-time,marketing,,Marketing,$140K - $180K,,3+ years,,US citizen/visa only,,False,5 months,
78248,1080,relativity-space,Relativity Space,https://www.ycombinator.com/companies/relativity-space,"Senior Software Engineer, Full Stack",/companies/relativity-space/jobs/iyaKG21-senior-software-engineer-full-stack,https://www.ycombinator.com/companies/relativity-space/jobs/iyaKG21-senior-software-engineer-full-stack,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D78248&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1080,"Long Beach, CA, US",Full-time,eng,Full stack,Engineering,$165K - $211K,,6+ years,,US citizen/visa only,Python; React,False,about 1 year,3 months
78258,1080,relativity-space,Relativity Space,https://www.ycombinator.com/companies/relativity-space,"Senior Software Engineer, Flight Software",/companies/relativity-space/jobs/JO8XbnG-senior-software-engineer-flight-software,https://www.ycombinator.com/companies/relativity-space/jobs/JO8XbnG-senior-software-engineer-flight-software,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D78258&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1080,"Long Beach, CA, US",Full-time,eng,Embedded systems,Engineering,$165K - $211K,,6+ years,,US citizen/visa only,,False,about 1 year,
78262,1080,relativity-space,Relativity Space,https://www.ycombinator.com/companies/relativity-space,"Manager, Test, Release & Deployment Engineering",/companies/relativity-space/jobs/wUC4l17-manager-test-release-deployment-engineering,https://www.ycombinator.com/companies/relativity-space/jobs/wUC4l17-manager-test-release-deployment-engineering,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D78262&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1080,"Long Beach, CA, US",Full-time,eng,Engineering manager,Engineering,$198K - $218K,,6+ years,,US citizen/visa only,,False,about 1 year,
68520,1093,astranis,Astranis,https://www.ycombinator.com/companies/astranis,Senior Software Test Engineer - Payload,/companies/astranis/jobs/R05uS8N-senior-software-test-engineer-payload,https://www.ycombinator.com/companies/astranis/jobs/R05uS8N-senior-software-test-engineer-payload,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D68520&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1093,"San Francisco, CA, US",Full-time,eng,Hardware,Engineering,$150K,,6+ years,,US citizen/visa only,Python,False,almost 2 years,
68661,110,mixrank,MixRank,https://www.ycombinator.com/companies/mixrank,Software Engineer - Global (Remote),/companies/mixrank/jobs/RXQspen-software-engineer-global-remote,https://www.ycombinator.com/companies/mixrank/jobs/RXQspen-software-engineer-global-remote,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D68661&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=110,Remote,Full-time,eng,Full stack,Engineering,$24K - $48K,,3+ years,,US citizenship/visa not required,PostgreSQL; Python; Rust; TypeScript; SQL; Linux,False,almost 2 years,
72514,110,mixrank,MixRank,https://www.ycombinator.com/companies/mixrank,"Junior Software Engineer - Remote (Global), Full-Time",/companies/mixrank/jobs/Fnwsojk-junior-software-engineer-remote-global-full-time,https://www.ycombinator.com/companies/mixrank/jobs/Fnwsojk-junior-software-engineer-remote-global-full-time,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D72514&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=110,Remote,Full-time,eng,Full stack,Engineering,$12K - $24K,,Any (new grads ok),,US citizenship/visa not required,PostgreSQL; Python; TypeScript; SQL; Linux,False,over 1 year,
94930,110,mixrank,MixRank,https://www.ycombinator.com/companies/mixrank,"Junior Software Engineer — Remote, Mexico",/companies/mixrank/jobs/YmUpkpr-junior-software-engineer-remote-mexico,https://www.ycombinator.com/companies/mixrank/jobs/YmUpkpr-junior-software-engineer-remote-mexico,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D94930&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=110,MX / Remote (MX),Full-time,eng,Backend,Engineering,$12K - $24K,,Any (new grads ok),,US citizenship/visa not required,PostgreSQL; Python; Linux,False,2 months,
94931,110,mixrank,MixRank,https://www.ycombinator.com/companies/mixrank,"Junior Software Engineer — Remote, Russia",/companies/mixrank/jobs/iM5Fg0V-junior-software-engineer-remote-russia,https://www.ycombinator.com/companies/mixrank/jobs/iM5Fg0V-junior-software-engineer-remote-russia,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D94931&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=110,RU / Remote (RU),Full-time,eng,Backend,Engineering,$12K - $24K,,Any (new grads ok),,US citizenship/visa not required,PostgreSQL; Python; Linux,False,2 months,
94932,110,mixrank,MixRank,https://www.ycombinator.com/companies/mixrank,"Junior Software Engineer — Remote, Argentina",/companies/mixrank/jobs/EYdTseM-junior-software-engineer-remote-argentina,https://www.ycombinator.com/companies/mixrank/jobs/EYdTseM-junior-software-engineer-remote-argentina,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D94932&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=110,AR / Remote (AR),Full-time,eng,Backend,Engineering,$12K - $24K,,Any (new grads ok),,US citizenship/visa not required,PostgreSQL; Python; Linux,False,2 months,
94933,110,mixrank,MixRank,https://www.ycombinator.com/companies/mixrank,"Junior Software Engineer — Remote, Brazil",/companies/mixrank/jobs/e7ho1Uq-junior-software-engineer-remote-brazil,https://www.ycombinator.com/companies/mixrank/jobs/e7ho1Uq-junior-software-engineer-remote-brazil,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D94933&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=110,BR / Remote (BR),Full-time,eng,Backend,Engineering,$12K - $24K,,Any (new grads ok),,US citizenship/visa not required,PostgreSQL; Python; Linux,False,2 months,
94934,110,mixrank,MixRank,https://www.ycombinator.com/companies/mixrank,"Junior Software Engineer — Remote, Colombia",/companies/mixrank/jobs/4N6pNgc-junior-software-engineer-remote-colombia,https://www.ycombinator.com/companies/mixrank/jobs/4N6pNgc-junior-software-engineer-remote-colombia,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D94934&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=110,CO / Remote (CO),Full-time,eng,Backend,Engineering,$12K - $24K,,Any (new grads ok),,US citizenship/visa not required,PostgreSQL; Python; Linux,False,2 months,
94935,110,mixrank,MixRank,https://www.ycombinator.com/companies/mixrank,"Junior Software Engineer — Remote, Egypt",/companies/mixrank/jobs/3wCgMB3-junior-software-engineer-remote-egypt,https://www.ycombinator.com/companies/mixrank/jobs/3wCgMB3-junior-software-engineer-remote-egypt,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D94935&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=110,EG / Remote (EG),Full-time,eng,Backend,Engineering,$12K - $24K,,Any (new grads ok),,US citizenship/visa not required,PostgreSQL; Python; Linux,False,2 months,
94936,110,mixrank,MixRank,https://www.ycombinator.com/companies/mixrank,"Junior Software Engineer — Remote, Türkiye",/companies/mixrank/jobs/YiyvqHo-junior-software-engineer-remote-turkiye,https://www.ycombinator.com/companies/mixrank/jobs/YiyvqHo-junior-software-engineer-remote-turkiye,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D94936&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=110,TR / Remote (TR),Full-time,eng,Backend,Engineering,$12K - $24K,,Any (new grads ok),,US citizenship/visa not required,PostgreSQL; Python; Linux,False,2 months,
94937,110,mixrank,MixRank,https://www.ycombinator.com/companies/mixrank,"Junior Software Engineer — Remote, Georgia",/companies/mixrank/jobs/N2GZ7m4-junior-software-engineer-remote-georgia,https://www.ycombinator.com/companies/mixrank/jobs/N2GZ7m4-junior-software-engineer-remote-georgia,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D94937&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=110,GE / Remote (GE),Full-time,eng,Backend,Engineering,$12K - $24K,,Any (new grads ok),,US citizenship/visa not required,PostgreSQL; Python; Linux,False,2 months,
72604,1109,billiontoone,BillionToOne,https://www.ycombinator.com/companies/billiontoone,"Senior Software Engineer, Frontend",/companies/billiontoone/jobs/4qoi212-senior-software-engineer-frontend,https://www.ycombinator.com/companies/billiontoone/jobs/4qoi212-senior-software-engineer-frontend,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D72604&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1109,"Menlo Park, CA, US",Full-time,eng,Frontend,Engineering,$187K - $208K,,6+ years,,Will sponsor,Django; PostgreSQL; Python; TypeScript,False,over 1 year,7 months
90767,1109,billiontoone,BillionToOne,https://www.ycombinator.com/companies/billiontoone,"Senior Software Engineer, Oncology",/companies/billiontoone/jobs/FbSOrF0-senior-software-engineer-oncology,https://www.ycombinator.com/companies/billiontoone/jobs/FbSOrF0-senior-software-engineer-oncology,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D90767&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1109,"Menlo Park, CA, US",Full-time,eng,Full stack,Engineering,$190K - $211K,,3+ years,,US citizen/visa only,Amazon Web Services (AWS); Django; Flask; PostgreSQL; Python; React; Heroku; Docker,False,5 months,
90768,1109,billiontoone,BillionToOne,https://www.ycombinator.com/companies/billiontoone,"Senior Software Engineer, Digital Experiences (Prenatal)",/companies/billiontoone/jobs/9ZwkJry-senior-software-engineer-digital-experiences-prenatal,https://www.ycombinator.com/companies/billiontoone/jobs/9ZwkJry-senior-software-engineer-digital-experiences-prenatal,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D90768&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1109,"Menlo Park, CA, US",Full-time,eng,Full stack,Engineering,$190K - $211K,,6+ years,,US citizen/visa only,Amazon Web Services (AWS); Django; Python; React; TypeScript,False,5 months,4 months
90769,1109,billiontoone,BillionToOne,https://www.ycombinator.com/companies/billiontoone,"Senior Software Engineer, Prenatal",/companies/billiontoone/jobs/VT6hjtG-senior-software-engineer-prenatal,https://www.ycombinator.com/companies/billiontoone/jobs/VT6hjtG-senior-software-engineer-prenatal,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D90769&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1109,"Menlo Park, CA, US",Full-time,eng,Backend,Engineering,$190K - $211K,,6+ years,,US citizen/visa only,Amazon Web Services (AWS); Django; Python; React; TypeScript; Heroku; Kafka,False,5 months,2 months
93975,1109,billiontoone,BillionToOne,https://www.ycombinator.com/companies/billiontoone,Senior AI Engineer I,/companies/billiontoone/jobs/1dIzNNO-senior-ai-engineer-i,https://www.ycombinator.com/companies/billiontoone/jobs/1dIzNNO-senior-ai-engineer-i,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D93975&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1109,"Menlo Park, CA",Full-time,eng,Full stack,Engineering,$174K - $201K,,3+ years,,Will sponsor,,False,3 months,2 months
97725,1109,billiontoone,BillionToOne,https://www.ycombinator.com/companies/billiontoone,"Director, Office of the CEO, Founder in Residence Program",/companies/billiontoone/jobs/l1CWVry-director-office-of-the-ceo-founder-in-residence-program,https://www.ycombinator.com/companies/billiontoone/jobs/l1CWVry-director-office-of-the-ceo-founder-in-residence-program,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D97725&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1109,"Menlo Park, CA, US",Full-time,operations,,Operations,$204K - $225K,100.00%,6+ years,,US citizen/visa only,,False,25 days,
38964,1184,vetcove,Vetcove,https://www.ycombinator.com/companies/vetcove,Software Engineer,/companies/vetcove/jobs/XlP1cP0eQ-software-engineer,https://www.ycombinator.com/companies/vetcove/jobs/XlP1cP0eQ-software-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D38964&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1184,Remote (US),Full-time,eng,Full stack,Engineering,,,3+ years,,US citizen/visa only,Python,False,over 5 years,
56381,1184,vetcove,Vetcove,https://www.ycombinator.com/companies/vetcove,Engineering Manager,/companies/vetcove/jobs/VlBTYUm-engineering-manager,https://www.ycombinator.com/companies/vetcove/jobs/VlBTYUm-engineering-manager,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D56381&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=1184,Remote / Remote (US),Full-time,eng,Full stack,Engineering,,,,,US citizen/visa only,,False,over 3 years,
84662,11895,overview,Overview,https://www.ycombinator.com/companies/overview,Staff Embedded Software Engineer – Product Lead (Embedded AI),/companies/overview/jobs/FbHeAG9-staff-embedded-software-engineer-product-lead-embedded-ai,https://www.ycombinator.com/companies/overview/jobs/FbHeAG9-staff-embedded-software-engineer-product-lead-embedded-ai,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D84662&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=11895,"San Francisco, CA, US / Remote (Chicago, IL, US; Atlanta, GA, US)",Full-time,eng,Embedded systems,Engineering,$150K - $220K,0.10% - 0.25%,6+ years,,Will sponsor,,False,9 months,
87990,11895,overview,Overview,https://www.ycombinator.com/companies/overview,Head of Technical Special Projects,/companies/overview/jobs/EtSRaQQ-head-of-technical-special-projects,https://www.ycombinator.com/companies/overview/jobs/EtSRaQQ-head-of-technical-special-projects,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D87990&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=11895,"San Francisco, CA, US",Full-time,operations,,Operations,$125K - $225K,0.10% - 0.25%,1+ years,,US citizen/visa only,,False,7 months,about 1 month
87991,11895,overview,Overview,https://www.ycombinator.com/companies/overview,Head of Applications – Asia,/companies/overview/jobs/KsMiQ7k-head-of-applications-asia,https://www.ycombinator.com/companies/overview/jobs/KsMiQ7k-head-of-applications-asia,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D87991&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=11895,"Shanghai, Shanghai, CN / Shenzhen, Guangdong Province, CN / Taipei City, TW / HK / San Francisco, CA, US / Remote (CN; TW; US; HK)",Full-time,operations,,Operations,$125K - $225K,0.10% - 0.25%,6+ years,,US citizen/visa only,,False,7 months,3 months
88373,11895,overview,Overview,https://www.ycombinator.com/companies/overview,Staff Embedded Systems Engineer,/companies/overview/jobs/KJFKKbw-staff-embedded-systems-engineer,https://www.ycombinator.com/companies/overview/jobs/KJFKKbw-staff-embedded-systems-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D88373&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=11895,"Taipei, Taiwan",Full-time,eng,Full stack,Engineering,$60K - $120K,,6+ years,,US citizenship/visa not required,,False,7 months,
88374,11895,overview,Overview,https://www.ycombinator.com/companies/overview,Systems Software Engineer (Python / Docker / Edge Devices/ IoT),/companies/overview/jobs/jvVaC7m-systems-software-engineer-python-docker-edge-devices-iot,https://www.ycombinator.com/companies/overview/jobs/jvVaC7m-systems-software-engineer-python-docker-edge-devices-iot,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D88374&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=11895,"Taipei, Taiwan",Full-time,eng,Full stack,Engineering,$60K - $90K,,3+ years,,US citizenship/visa not required,,False,7 months,
88375,11895,overview,Overview,https://www.ycombinator.com/companies/overview,Senior Full Stack Engineer 全端工程師,/companies/overview/jobs/WPwHiPR-senior-full-stack-engineer,https://www.ycombinator.com/companies/overview/jobs/WPwHiPR-senior-full-stack-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D88375&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=11895,"Taipei, Taiwan",Full-time,eng,Full stack,Engineering,$60K - $90K,,3+ years,,US citizen/visa only,,False,7 months,
