company_slug,company_name,url,page_kind,confidence,job_title,job_count,role_titles,http_status,parser_name,parser_version,classified_at,evidence
algolia,Algolia,https://www.algolia.com/de/careers,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.839050+00:00,"{""career_marker_hits"": 1, ""detail_marker_hits"": 0, ""domain"": ""algolia.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/de/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Karriere"", ""url_kind"": ""careers_page""}"
algolia,Algolia,https://www.algolia.com/careers/benefits,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.837311+00:00,"{""career_marker_hits"": 1, ""detail_marker_hits"": 0, ""domain"": ""algolia.com"", ""generic_path"": false, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers/benefits"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Benefits"", ""url_kind"": ""careers_page""}"
alemhealth,AlemHealth,https://www.alemhealth.com/fr/careers,job_listing,0.84,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.836631+00:00,"{""career_marker_hits"": 1, ""detail_marker_hits"": 0, ""domain"": ""alemhealth.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 1, ""path"": ""/fr/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Join AlemHealth: Open Positions for Healthcare Innovators"", ""url_kind"": ""careers_page""}"
alchemy,Alchemy,https://www.alchemynano.com/jobs/logistics-assembly-supervisor,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.835886+00:00,"{""career_marker_hits"": 3, ""detail_marker_hits"": 4, ""domain"": ""alchemynano.com"", ""generic_path"": false, ""is_ats"": false, ""listing_marker_hits"": 1, ""path"": ""/jobs/logistics-assembly-supervisor"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Panels - Webflow HTML Website Template"", ""url_kind"": ""jobs_page""}"
alchemy,Alchemy,https://www.alchemynano.com/jobs/director-of-marketing,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.835274+00:00,"{""career_marker_hits"": 2, ""detail_marker_hits"": 4, ""domain"": ""alchemynano.com"", ""generic_path"": false, ""is_ats"": false, ""listing_marker_hits"": 1, ""path"": ""/jobs/director-of-marketing"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Panels - Webflow HTML Website Template"", ""url_kind"": ""jobs_page""}"
alaan,Alaan,https://www.alaan.com/ar-ae/careers,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.833351+00:00,"{""career_marker_hits"": 2, ""detail_marker_hits"": 0, ""domain"": ""alaan.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/ar-ae/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Join Our Team: Explore Careers at Alaan"", ""url_kind"": ""careers_page""}"
akiflow,Akiflow,https://akiflow.com/careers/full-stack-developer,job_detail,0.86,Full Stack Developer/Growth Engineer @ Akiflow,2,"[""Full Stack Developer/Growth Engineer @ Akiflow"", ""Full Stack Developer""]",200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.831041+00:00,"{""career_marker_hits"": 0, ""detail_marker_hits"": 1, ""domain"": ""akiflow.com"", ""generic_path"": false, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers/full-stack-developer"", ""role_like_path"": true, ""role_titles"": [""Full Stack Developer/Growth Engineer @ Akiflow"", ""Full Stack Developer""], ""title"": ""Full Stack Developer/Growth Engineer @ Akiflow"", ""url_kind"": ""careers_page""}"
airfordable,Airfordable,https://v2.airfordable.com/careers/,job_listing,0.84,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.830231+00:00,"{""career_marker_hits"": 5, ""detail_marker_hits"": 0, ""domain"": ""v2.airfordable.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 2, ""path"": ""/careers/"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""A home to make travel possible for all | Airfordable"", ""url_kind"": ""careers_page""}"
afriex,Afriex,https://www.afriex.com/careers,job_listing,0.84,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.827926+00:00,"{""career_marker_hits"": 2, ""detail_marker_hits"": 5, ""domain"": ""afriex.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 1, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Careers | Afriex Money Transfer App"", ""url_kind"": ""careers_page""}"
adyn,adyn,https://adyn.com/careers/digital-storytelling-intern/,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.826602+00:00,"{""career_marker_hits"": 1, ""detail_marker_hits"": 4, ""domain"": ""adyn.com"", ""generic_path"": false, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers/digital-storytelling-intern/"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Digital Storytelling Intern | adyn"", ""url_kind"": ""careers_page""}"
adyn,adyn,https://adyn.com/careers/back-end-engineer/,job_detail,0.86,Back End Engineer,1,"[""Back End Engineer""]",200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.825448+00:00,"{""career_marker_hits"": 1, ""detail_marker_hits"": 4, ""domain"": ""adyn.com"", ""generic_path"": false, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers/back-end-engineer/"", ""role_like_path"": true, ""role_titles"": [""Back End Engineer""], ""title"": ""Back End Engineer | adyn"", ""url_kind"": ""careers_page""}"
abel-police,Abel Police,https://abelpolice.com/careers/senior-engineer,job_detail,0.86,Senior Engineer,1,"[""Senior Engineer""]",200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.824745+00:00,"{""career_marker_hits"": 2, ""detail_marker_hits"": 2, ""domain"": ""abelpolice.com"", ""generic_path"": false, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers/senior-engineer"", ""role_like_path"": true, ""role_titles"": [""Senior Engineer""], ""title"": ""Senior Engineer - Abel Police"", ""url_kind"": ""careers_page""}"
abalone-bio,Abalone Bio,https://www.abalonebio.com/careers/ab2025-101,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.824009+00:00,"{""career_marker_hits"": 1, ""detail_marker_hits"": 3, ""domain"": ""abalonebio.com"", ""generic_path"": false, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers/ab2025-101"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Abalone Bio"", ""url_kind"": ""careers_page""}"
alpha-vantage,Alpha Vantage,https://www.alphavantage.co/careers,fetch_error,0.98,,0,[],,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.823971+00:00,"{""career_marker_hits"": 0, ""detail_marker_hits"": 0, ""domain"": ""alphavantage.co"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": """", ""url_kind"": ""careers_page""}"
alguna,Alguna,https://alguna.com/careers,career_home,0.74,,1,"[""Product Engineer""]",200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.823520+00:00,"{""career_marker_hits"": 1, ""detail_marker_hits"": 0, ""domain"": ""alguna.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [""Product Engineer""], ""title"": ""Alguna: Join the Team | Product Engineer | Remote"", ""url_kind"": ""careers_page""}"
algouniversity,AlgoUniversity,https://www.algouniversity.com/careers/,job_listing,0.84,,3,"[""Software Developer"", ""Software Engineer"", ""Product Designer""]",200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.820522+00:00,"{""career_marker_hits"": 3, ""detail_marker_hits"": 4, ""domain"": ""algouniversity.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 1, ""path"": ""/careers/"", ""role_like_path"": false, ""role_titles"": [""Software Developer"", ""Software Engineer"", ""Product Designer""], ""title"": ""AlgoUniversity | Careers"", ""url_kind"": ""careers_page""}"
alpas,Alpas,https://alpas.ai/career/,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.820406+00:00,"{""career_marker_hits"": 0, ""detail_marker_hits"": 0, ""domain"": ""alpas.ai"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/career/"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Career Archive - Alpas"", ""url_kind"": ""careers_page""}"
akiflow,Akiflow,https://akiflow.com/careers,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.818527+00:00,"{""career_marker_hits"": 1, ""detail_marker_hits"": 0, ""domain"": ""akiflow.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Careers - Akiflow"", ""url_kind"": ""careers_page""}"
akido-labs,Akido Labs,https://www.akidolabs.com/careers,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.816520+00:00,"{""career_marker_hits"": 1, ""detail_marker_hits"": 0, ""domain"": ""akidolabs.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Careers | Akido Labs"", ""url_kind"": ""careers_page""}"
airhart-aeronautics,Airhart Aeronautics,https://airhartaero.com/careers,job_listing,0.84,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.816344+00:00,"{""career_marker_hits"": 2, ""detail_marker_hits"": 0, ""domain"": ""airhartaero.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 1, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Airhart Aeronautics | Careers"", ""url_kind"": ""careers_page""}"
agentmail,AgentMail,https://www.agentmail.to/careers,job_listing,0.84,,2,"[""Senior Infrastructure Engineer"", ""Founding Engineer""]",200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.815067+00:00,"{""career_marker_hits"": 2, ""detail_marker_hits"": 0, ""domain"": ""agentmail.to"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 1, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [""Senior Infrastructure Engineer"", ""Founding Engineer""], ""title"": ""Careers | AgentMail"", ""url_kind"": ""careers_page""}"
agentin-ai,Agentin AI,https://www.agentin.ai/careers,fetch_error,0.98,,0,[],404,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.814962+00:00,"{""career_marker_hits"": 0, ""detail_marker_hits"": 0, ""domain"": ""agentin.ai"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""404: This page could not be found."", ""url_kind"": ""careers_page""}"
agency,Agency,https://getagency.com/careers,job_listing,0.84,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.814350+00:00,"{""career_marker_hits"": 2, ""detail_marker_hits"": 0, ""domain"": ""getagency.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 1, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Careers - Agency Cybersecurity"", ""url_kind"": ""careers_page""}"
acciojob,AccioJob,https://acciojob.com/jobs,job_listing,0.84,,2,"[""Software Engineer"", ""Software Developer""]",200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.812275+00:00,"{""career_marker_hits"": 2, ""detail_marker_hits"": 0, ""domain"": ""acciojob.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 2, ""path"": ""/jobs"", ""role_like_path"": false, ""role_titles"": [""Software Engineer"", ""Software Developer""], ""title"": ""Free Tech Hiring Drives & Verified Jobs | AccioJob"", ""url_kind"": ""careers_page""}"
absurd,Absurd,https://absurd.com/careers,career_home,0.74,,0,[],200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.812232+00:00,"{""career_marker_hits"": 0, ""detail_marker_hits"": 0, ""domain"": ""absurd.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": ""Absurd"", ""url_kind"": ""careers_page""}"
abel-police,Abel Police,https://abelpolice.com/careers,job_listing,0.84,,1,"[""Senior Engineer""]",200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.811355+00:00,"{""career_marker_hits"": 2, ""detail_marker_hits"": 0, ""domain"": ""abelpolice.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 1, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [""Senior Engineer""], ""title"": ""Abel | The AI Toolkit for Police"", ""url_kind"": ""careers_page""}"
abacum,Abacum,https://www.abacum.ai/company/careers,job_listing,0.84,,4,"[""AI Engineer"", ""Solutions Engineer"", ""Product Manager"", ""Senior Solutions Architect""]",200,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.808927+00:00,"{""career_marker_hits"": 3, ""detail_marker_hits"": 1, ""domain"": ""abacum.ai"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 1, ""path"": ""/company/careers"", ""role_like_path"": false, ""role_titles"": [""AI Engineer"", ""Solutions Engineer"", ""Product Manager"", ""Senior Solutions Architect""], ""title"": ""Abacum: Career Opportunities & Open Positions"", ""url_kind"": ""careers_page""}"
alt-tex,ALT TEX,https://thealttex.com/careers,fetch_error,0.98,,0,[],,deterministic_page_classifier,2026-05-07,2026-05-06 19:58:27.808890+00:00,"{""career_marker_hits"": 0, ""detail_marker_hits"": 0, ""domain"": ""thealttex.com"", ""generic_path"": true, ""is_ats"": false, ""listing_marker_hits"": 0, ""path"": ""/careers"", ""role_like_path"": false, ""role_titles"": [], ""title"": """", ""url_kind"": ""careers_page""}"
